model_name,accuracy,training_time,rare_class_accuracy,common_class_accuracy
Ensemble,0.9959016393442623,112.3650496006012,0.0,1.0
One-vs-Rest,0.9877049180327869,68.70873808860779,0.0,0.9917695473251029
